id;is_closed;sex;country_id;country_title;bdate;city_id;city_title;universities_chair;universities_chair_name;universities_city;universities_country;universities_education_form;universities_education_status;universities_faculty;universities_faculty_name;universities_id;universities_name;schools_city;schools_country;schools_id;schools_name
152803336;False;1;1;Россия;20.10;185;Севастополь;;;;;;;;;;;;;;
152803727;False;2;1;Россия;28.10.2000;185;Севастополь;;;;;;;;;;;;;;
152812374;False;1;1;Россия;15.3.2001;8;Череповец;;;8;1;;;;;1032;СевГУ;8;1;115;Школа № 21
152829349;True;1;;;12.10;;;;;;;;;;;;;;;;
152829869;False;2;1;Россия;30.10;185;Севастополь;;;185;1;;;;;5553;СНУЯЭиП;185;1;6195;Школа № 43
152836283;False;1;1;Россия;;627;Симферополь;;;;;;;;;;;;;;
152838940;False;1;1;Россия;7.7.1998;;;;;;;;;;;;;;;;
152842380;False;1;1;Россия;;;;;;;;;;;;;;;;;
152879391;False;2;1;Россия;9.2.2000;185;Севастополь;;;;;;;;;;;;;;
152897671;False;2;1;Россия;1.6.2001;;;;;;;;;;;;;;;;
152900122;False;1;1;Россия;13.10.2000;185;Севастополь;2089484;Физика;185;1;Очное отделение;;53239;Институт радиоэлектроники и информационной безопасности;1032;СевГУ;185, 185;2, 2;74098, 21040;Школа № 24, Гимназия № 1 им. А. С. Пушкина
152922886;True;1;1;Россия;6.7;;;;;;;;;;;;;;;;
152959019;True;2;1;Россия;;;;;;;;;;;;;;;;;
152971300;True;1;1;Россия;9.7.1998;185;Севастополь;;;;;;;;;;;;;;
152981024;False;1;1;Россия;22.8;1189;Щелкино;;;;;;;;;;;;;;
153021429;False;1;1;Россия;27.12;185;Севастополь;;;;;;;;;;;;;;
153021529;False;1;1;Россия;28.8;185;Севастополь;;;;;;;;;;;;;;
153024835;False;1;1;Россия;3.5;185;Севастополь;;;;;;;;;;;;;;
153062381;False;1;1;Россия;;123;Самара;;;;;;;;;;;;;;
153094922;False;2;2;Украина;12.6;;;;;;;;;;;;;;;;
153162253;False;1;1;Россия;1.1;799;Евпатория;;;;;;;;;;;;;;
153170730;True;1;1;Россия;27.4;619;Джанкой;;;;;;;;;;;;;;
153173538;True;1;1;Россия;;;;;;;;;;;;;;;;;
153177407;True;2;;;11.11.2000;;;;;;;;;;;;;;;;
153180521;False;1;2;Украина;6.8;314;Киев;;;;;;;;;;;377;2;82645;Академия детского творчества
153182375;True;1;1;Россия;25.5;185;Севастополь;;;;;;;;;;;;;;
153185605;False;1;1;Россия;28.2;185;Севастополь;5292;Финансы и кредит;185;1;Очное отделение;;54359;Институт финансов, экономики и управления;1032;СевГУ (бывш. СевНТУ, СГТУ, СПИ);1500049;1;165074;Скалистовская школа
153201690;False;1;2;Украина;17.9.1981;475;Бахчисарай;;;;;;;;;;;;;;
153217094;False;1;1;Россия;12.3;;;;;;;;;;;;;;;;
153243840;False;2;2;Украина;4.6.1997;7188;Судак;;;;;;;;;;;;;;
153247389;False;1;1;Россия;31.10;;;;;;;;;;;;;;;;
153258285;False;1;1;Россия;24.9.2000;185;Севастополь;;;;;;;;;;;;;;
153261817;;2;;;;;;;;;;;;;;;;;;;
153267496;False;1;1;Россия;21.7;185;Севастополь;;;;;;;;;;;;;;
153272033;True;2;;;6.2;;;;;;;;;;;;;;;;
153300964;False;1;1;Россия;17.5;;;;;0;1;;;;;1032;СевГУ;;;;
153328029;True;2;1;Россия;6.6;185;Севастополь;;;;;;;;;;;;;;
153328720;False;1;1;Россия;29.5;185;Севастополь;;;;;;;;;;;;;;
153335266;False;2;2;Украина;17.9;;;;;;;;;;;;;;;;
153338179;False;1;1;Россия;21.8;185;Севастополь;;;;;;;;;;;;;;
153353762;False;1;1;Россия;22.1.1998;185;Севастополь;;;;;;;;;;;;;;
153354063;False;2;2;Украина;19.5;627;Симферополь;2186871;Российской истории;627;2;Очное отделение;Студент (магистр);2265926;Таврическая академия;101759;ТНУ им. В. И. Вернадского;;;;
153354507;True;1;1;Россия;28.6.2000;;;;;;;;;;;;;;;;
153383374;False;1;2;Украина;4.1;11201;Молочное;;;;;;;;;;;;;;
153410662;True;2;1;Россия;6.10.1996;185;Севастополь;;;;;;;;;;;;;;
153413051;False;1;1;Россия;16.10;;;;;;;;;;;;;;;;
153416457;False;1;1;Россия;;185;Севастополь;2089491;Юриспруденция;185;1;;;2200989;Юридический институт;1032;СевГУ;;;;
153424082;True;1;1;Россия;19.11.1985;185;Севастополь;;;;;;;;;;;;;;
153426299;True;2;1;Россия;27.9;185;Севастополь;;;;;;;;;;;;;;
153434069;False;1;1;Россия;19.10.1954;1483;Феодосия;;;;;;;;;;;;;;
153452017;False;2;2;Украина;16.8.1982;185;Севастополь;;;185;2;Очное отделение;Выпускник (магистр);;;1032;СевГУ;;;;
153503746;False;2;1;Россия;23.1;818;Ялта;;;;;;;;;;;;;;
153506757;True;1;1;Россия;;1096663;Вишневая Поляна;;;;;;;;;;;;;;
153515733;False;1;2;Украина;25.12;;;;;;;;;;;;;;;;
153521679;False;2;2;Украина;;185;Севастополь;;;;;;;;;;;;;;
153560205;False;1;1;Россия;28.10;;;;;;;;;;;;;;;;
153582025;False;2;1;Россия;3.9;627;Симферополь;;;;;;;;;;;;;;
153639131;False;2;1;Россия;25.1.1994;185;Севастополь;70867; Кафедра информационных систем;185;1;Очное отделение;Выпускник (магистр);100053;Институт информационных технологий и управления в технических системах;1032;СевГУ;;;;
153648240;;1;;;;;;;;;;;;;;;;;;;
153655802;False;1;2;Украина;21.5.1996;185;Севастополь;;;;;;;;;;;;;;
153713485;False;2;1;Россия;6.2.2000;1;Москва;;;;;;;;;;;;;;
153722936;True;1;1;Россия;18.12.2000;185;Севастополь;;;;;;;;;;;;;;
153727335;;2;;;;;;;;;;;;;;;;;;;
153728262;True;1;1;Россия;15.10;;;;;;;;;;;;;;;;
153731520;False;1;1;Россия;25.4;185;Севастополь;157546, 1840985;Психологии, Отделение переподготовки кадров;185, 292;1, 2;Заочное отделение, Заочное отделение;Выпускница (специалист), Кандидат наук;130331, 2114742;Психолого-педагогический факультет, Институт последипломного образования и сертификации (Последипломного образования и работы с иностранными гражданами);58168, 31845;ПНПУ им. В. Г. Короленко (ПГПУ), ЮНПУ им. Ушинского;185;2;74348;Школа № 35
153746677;False;1;1;Россия;13.3;818;Ялта;2186834;Геоэкологии;818;1;Очное отделение;Студентка (бакалавр);2265926;Таврическая академия;101759;Таврическая академия КФУ им. В. И. Вернадского (бывш. ТНУ);;;;
153755288;True;1;;;30.8;;;;;;;;;;;;;;;;
153843406;True;1;1;Россия;2.7;185;Севастополь;;;;;;;;;;;;;;
153844593;False;1;1;Россия;9.7;185;Севастополь;;;;;;;;;;;;;;
153870740;True;1;1;Россия;;136;Сургут;;;;;;;;;;;;;;
153872837;False;1;1;Россия;6.11;185;Севастополь;;;185;1;;;106939;Гуманитарно-педагогический институт;1032;СевГУ;;;;
153873247;False;2;1;Россия;5.2.1999;185;Севастополь;;;;;;;;;;;;;;
153878758;True;1;1;Россия;4.1.2000;185;Севастополь;;;;;;;;;;;;;;
153885537;True;1;1;Россия;13.11;185;Севастополь;;;;;;;;;;;;;;
153888680;False;1;1;Россия;5.12;185;Севастополь;105791;Кафедра менеджмента и бизнес-аналитики (бывш. Менеджмента и экономико-математических методов);185;1;Очное отделение;Студентка (бакалавр);54359;Институт финансов, экономики и управления;1032;СевГУ;1500368;1;476971;Средняя школа
153901697;;1;;;;;;;;;;;;;;;;;;;
153911429;False;2;1;Россия;15.8.1999;627;Симферополь;2089481;Радиотехника;627;1;Очное отделение;Студент (бакалавр);53239;Институт радиоэлектроники и информационной безопасности;1032;СевГУ;627, 627;1, 1;221390, 224248;Колледж радиоэлектроники (бывш. СТР, СТРЭП), Лицей № 3 им. Макаренко
153974662;False;1;1;Россия;15.11;185;Севастополь;1945974; Кафедра дошкольного и начального образования;185;1;Заочное отделение;;106939;Гуманитарно-педагогический институт;1032;СевГУ;185, 4902, 4902, 4902;1, 1, 1, 1;145348, 448183, 497322, 497322;Индустриально-педагогический колледж (СИПК), Школа №1, Художественная школа, Художественная школа
153996311;True;1;2;Украина;29.9;185;Севастополь;;;;;;;;;;;;;;
154001216;False;2;1;Россия;17.9;1500567;Черноморское;;;;;;;;;;;;;;
154003450;False;1;;;2.5;;;;;;;;;;;;;;;;
154022106;False;1;1;Россия;20.6.2001;;;;;0;1;;;;;1032;СевГУ;;;;
154039923;False;2;1;Россия;9.2.1996;185;Севастополь;1945969; Кафедра радиоэкологии и экологической безопасности;185;1;;;2188061;Институт ядерной энергии и промышленности;1032;СевГУ;;;;
154046564;False;1;1;Россия;1.7;;;83435; Кафедра бухгалтерского учета, анализа и аудита;0;1;Очное отделение;Студентка (бакалавр);54359;Институт финансов, экономики и управления;1032;СевГУ;799;2;28849;Школа №14
154050374;False;1;1;Россия;23.12.1980;185;Севастополь;;;;;;;;;;;;;;
154055641;False;1;1;Россия;16.4;185;Севастополь;;;185;1;;;54359;Институт финансов, экономики и управления;1032;СевГУ;;;;
154059944;False;1;1;Россия;28.5;185;Севастополь;;;;;;;;;;;;;;
154076443;True;2;1;Россия;;;;;;;;;;;;;;;;;
154099560;False;1;1;Россия;26.11;185;Севастополь;;;;;;;;;;;;;;
154119620;False;1;1;Россия;27.3.2000;185;Севастополь;;;185;1;;;;;1032;СевГУ;;;;
154123408;False;2;1;Россия;19.3;185;Севастополь;;;185;1;;Студент (бакалавр);62349;Институт электротехники и энергосбережения;5553;СНУЯЭиП;;;;
154124713;True;1;1;Россия;13.10;185;Севастополь;;;;;;;;;;;;;;
154125305;False;1;1;Россия;;818;Ялта;;;;;;;;;;;;;;
154144034;False;2;1;Россия;25.7;185;Севастополь;;;;;;;;;;;;;;
154144327;True;1;1;Россия;15.3;;;;;;;;;;;;;;;;
154151157;False;1;1;Россия;13.3;185;Севастополь;;;;;;;;;;;;;;
154195260;True;2;;;5.5.1996;;;;;;;;;;;;;;;;
154210662;False;1;1;Россия;15.3.2001;818;Ялта;2089481;Радиотехника;818;1;Очное отделение;Студентка (бакалавр);53239;Институт радиоэлектроники и информационной безопасности;1032;СевГУ;;;;
154235269;False;1;1;Россия;30.5.2001;185;Севастополь;2089486;Менеджмент;185;1;Очное отделение;Студентка (бакалавр);54359;Институт финансов, экономики и управления;1032;СевГУ;;;;
154275220;;2;;;;;;;;;;;;;;;;;;;
154285777;False;2;1;Россия;12.3;185;Севастополь;;;;;;;;;;;;;;
154294768;False;1;;;29.1;;;;;;;;;;;;;;;;
154335249;False;1;1;Россия;28.11;818;Ялта;2170516; Кафедра «Теория и практика перевода»;818;1;;Студентка (специалист);2257624;Институт общественных наук и международных отношений;1032;СевГУ;818;1;72154;Школа №8
154406772;False;1;1;Россия;13.10;1082600;Ялта (поселок);;;;;;;;;;;1082600;1;202953;Школа №2
154436004;True;1;1;Россия;2.9;172;Североморск;;;;;;;;;;;;;;
154450303;False;1;1;Россия;15.12;185;Севастополь;1945971; Кафедра иностранных языков и методики обучения;185;2;;;106939;Гуманитарно-педагогический институт;1032;СевГУ;185;1;21651;Школа № 54
154452199;False;1;;;30.3.1998;;;;;;;;;;;;;;;;
154460515;True;1;1;Россия;14.12;799;Евпатория;;;;;;;;;;;;;;
154516606;False;1;1;Россия;13.8.1992;185;Севастополь;;;;;;;;;;;;;;
154522127;False;1;1;Россия;17.2.2001;;;;;;;;;;;;;;;;
154540863;True;2;;;11.6;;;;;;;;;;;;;;;;
154546285;True;2;1;Россия;4.2;185;Севастополь;;;;;;;;;;;;;;
154586998;False;1;1;Россия;21.3;185;Севастополь;;;185;1;;;;;1032;СевГУ;185;2;1956;Школа № 3
154593115;True;1;1;Россия;20.6.1999;185;Севастополь;;;;;;;;;;;;;;
154593725;False;2;1;Россия;4.9;185;Севастополь;;;;;;;;;;;;;;
154606895;False;1;1;Россия;3.6.2000;185;Севастополь;2170521;Журналистика;185;1;;;2257624;Институт общественных наук и международных отношений;1032;СевГУ;185;1;237038;Медицинский колледж им. Жени Дерюгиной
154617305;True;2;1;Россия;9.5.1999;185;Севастополь;;;;;;;;;;;;;;
154627398;False;2;1;Россия;7.3.1999;1035195;Севастополь (село);;;;;;;;;;;;;;
154630367;False;1;1;Россия;23.2;185;Севастополь;;;;;;;;;;;;;;
154647038;True;1;1;Россия;19.4;185;Севастополь;;;;;;;;;;;;;;
154685279;False;1;;;6.2;;;;;;;;;;;;;;;;
154704439;False;1;1;Россия;3.6;185;Севастополь;;;;;;;;;;;;;;
154737753;;1;;;;;;;;;;;;;;;;;;;
154754838;False;1;1;Россия;;185;Севастополь;;;185;1;;;;;1032;СевГУ;;;;
154755684;False;1;1;Россия;;185;Севастополь;;;;;;;;;;;;;;
154756971;False;2;1;Россия;;;;;;;;;;;;;;1;1;129228;Свято-Дмитриевское училище сестер милосердия (СДУСМ)
154757095;False;1;1;Россия;14.7;185;Севастополь;;;;;;;;;;;;;;
154769420;False;1;1;Россия;27.12;185;Севастополь;;;185;1;;;106939;Гуманитарно-педагогический институт;1032;СевГУ;;;;
154792300;False;2;;;;;;;;;;;;;;;;;;;
154807013;True;2;1;Россия;7.5;185;Севастополь;;;;;;;;;;;;;;
154824250;True;2;1;Россия;14.7;799;Евпатория;;;;;;;;;;;;;;
154850905;True;1;1;Россия;;119;Ростов-на-Дону;;;;;;;;;;;;;;
154940255;;2;;;;;;;;;;;;;;;;;;;
154943419;False;1;1;Россия;2.6.1983;627;Симферополь;;;;;;;;;;;;;;
154945435;False;1;1;Россия;15.2.2000;;;;;;;;;;;;;;;;
154948779;False;1;1;Россия;29.11.2000;1137;Стародуб;;;;;;;;;;;;;;
155008114;False;2;1;Россия;31.10.2001;185;Севастополь;;;;;;;;;;;149;1;13472;Школа №82
155010168;False;2;1;Россия;12.4;185;Севастополь;;;;;;;;;;;185;1;1740232;Президентское кадетское училище (СПКУ)
155019446;False;1;1;Россия;;185;Севастополь;;;185;1;;;;;381;АлтГУ;;;;
155048721;False;1;1;Россия;9.8;185;Севастополь;;;;;;;;;;;;;;
155063489;True;1;1;Россия;15.1;799;Евпатория;;;;;;;;;;;;;;
155098457;False;1;1;Россия;26.12.1989;;;2186869, 51262;Истории древнего мира и средних веков, Кафедра общей психологии;0, 185;1, 2;Заочное отделение, Заочное отделение;Студентка (специалист), Студентка (специалист);2265926, 10123;Таврическая академия, Психолого-педагогический факультет;101759, 39866;ТНУ им. В. И. Вернадского, СГГУ;475;2;16996;Школа №2
155124296;;1;;;;;;;;;;;;;;;;;;;
155131622;False;2;;;21.7;;;2089481;Радиотехника;0;0;Очное отделение;Студент (бакалавр);53239;Институт радиоэлектроники и информационной безопасности;1032;СевГУ;1500049;2;165074;Скалистовская школа
155199179;False;2;1;Россия;1.6;1483;Феодосия;;;;;;;;;;;;;;
155208874;False;2;1;Россия;23.9.1996;627;Симферополь;2186907;Спорта и физического воспитания;627;1;Очное отделение;Студент (бакалавр);2265926;Таврическая академия;1191141;Таврическая академия КФУ им. В. И. Вернадского (бывш. ТНУ);627;1;32338;Школа № 15
155211571;False;1;1;Россия;26.9.1998;185;Севастополь;;;;;;;;;;;;;;
155257223;False;1;1;Россия;14.2;185;Севастополь;;;;;;;;;;;;;;
155259558;False;2;1;Россия;30.1;185;Севастополь;;;;;;;;;;;;;;
155272153;False;1;1;Россия;;185;Севастополь;;;;;;;;;;;;;;
155272556;True;2;1;Россия;19.7;185;Севастополь;;;;;;;;;;;;;;
155275313;True;1;1;Россия;7.7.1969;5229;Ноглики;;;;;;;;;;;;;;
155282995;False;2;1;Россия;26.1.2002;6890;Красногвардейское;118537;Кафедра электротехники;6890;1;;;62349;Институт электротехники и энергосбережения;5553;СНУЯЭиП;6890;1;61111;Школа №2
155301388;False;1;2;Украина;5.3;223;Донецк;;;;;;;;;;;;;;
155311705;False;1;1;Россия;28.6.1984;1;Москва;;;;;;;;;;;;;;
155337332;False;2;1;Россия;1.1.1997;185;Севастополь;;;185;1;;;;;1032;СевГУ (бывш. СевНТУ, СГТУ, СПИ);;;;
155347215;True;1;1;Россия;6.7.1995;185;Севастополь;;;;;;;;;;;;;;
155350319;False;1;1;Россия;5.2;185;Севастополь;;;185;1;;;;;1032;СевГУ;;;;
155356781;False;2;;;21.1;;;;;;;;;;;;;;;;
155385041;False;1;1;Россия;6.12.1998;185;Севастополь;2089495;Педагогическое образование;185;1;;;106939;Гуманитарно-педагогический институт;1032;СевГУ;185;1;5812;Школа № 14
155394871;True;2;9;США;;378;New York City;;;;;;;;;;;;;;
155411740;False;1;1;Россия;8.9;185;Севастополь;1885218, 1945984;Компьютеризированных систем,  Кафедра информационных технологий и компьютерных систем;185, 185;1, 1;Очное отделение, Очное отделение;Студентка (бакалавр), Выпускница (магистр);40611, 100053;Институт нанотехнологий и специализированных компьютерных сиcтем, Институт информационных технологий и управления в технических системах;5553, 1032;СНУЯЭиП, СевГУ;1500420;2;149863;Сизовская школа
155444581;True;1;;;;;;;;;;;;;;;;;;;
155454458;False;2;1;Россия;24.1.1996;185;Севастополь;111381;Океанотехники и кораблестроения (ОК);185;1;Очное отделение;Студент (специалист);68162;Морской институт;1032;СевГУ (бывш. СевНТУ, СГТУ, СПИ);1483;1;48295;Школа №3
155469568;False;1;2;Украина;31.7.2000;;;;;;;;;;;;;;;;
155486851;False;2;1;Россия;;185;Севастополь;;;;;;;;;;;185;1;238447;Юридический лицей
155507678;False;1;1;Россия;1.10;1013970;Крым;;;;;;;;;;;;;;
155525664;False;1;1;Россия;18.8.1982;185;Севастополь;;;;;;;;;;;;;;
155532490;False;2;1;Россия;;185;Севастополь;1945984; Кафедра информационных технологий и компьютерных систем;185;1;Очное отделение;Студент (бакалавр);100053;Институт информационных технологий и управления в технических системах;1032;СевГУ;;;;
155549932;False;1;1;Россия;1.5;185;Севастополь;;;;;;;;;;;;;;
155560305;True;1;1;Россия;23.5;;;;;;;;;;;;;;;;
155595878;False;1;2;Украина;31.7;185;Севастополь;;;;;;;;;;;;;;
155615459;False;1;1;Россия;31.10;185;Севастополь;;;;;;;;;;;;;;
155623395;;1;;;;;;;;;;;;;;;;;;;
155632531;False;1;1;Россия;13.3.1979;;;;;;;;;;;;;;;;
155669946;False;2;1;Россия;7.10;;;;;;;;;;;;;;;;
155689098;False;1;1;Россия;;185;Севастополь;;;;;;;;;;;;;;
155701302;False;1;1;Россия;29.7.1998;185;Севастополь;2089500;Информатика и вычислительная техника;185;1;Очное отделение;Студентка (бакалавр);100053;Институт информационных технологий и управления в технических системах;1032;СевГУ;4331;1;27301;Школа № 1
155702609;;2;;;;;;;;;;;;;;;;;;;
155717904;False;2;1;Россия;;185;Севастополь;2089468;Технология продукции и организация общественного питания;185;1;Очное отделение;Студент (бакалавр);88114;Политехнический институт;1032;СевГУ;3521;2;225599;Школа №59
155739061;False;1;1;Россия;11.5;60;Казань;;;60;1;;;;;527;КФУ (бывш. КГУ им. Ульянова-Ленина);148;1;68212;Школа № 1
155759407;False;2;1;Россия;5.1;627;Симферополь;;;;;;;;;;;;;;
155759625;False;2;1;Россия;9.12.1998;627;Симферополь;;;;;;;;;;;;;;
155767847;False;1;1;Россия;10.6;475;Бахчисарай;;;;;;;;;;;;;;
155776710;False;1;1;Россия;12.4;627;Симферополь;2089469;Техносферная безопасность;627;1;;Студентка (бакалавр);88114;Политехнический институт;1032;СевГУ;;;;
155777996;True;1;1;Россия;;185;Севастополь;;;;;;;;;;;;;;
155799267;True;2;1;Россия;;1;Москва;;;;;;;;;;;;;;
155807106;True;2;1;Россия;11.5;74;Курган;;;;;;;;;;;;;;
155812304;False;1;1;Россия;22.2;185;Севастополь;;;;;;;;;;;;;;
155837232;True;1;1;Россия;9.8;185;Севастополь;;;;;;;;;;;;;;
155838472;True;1;1;Россия;5.3;354;Анапа;;;;;;;;;;;;;;
155844364;True;2;1;Россия;27.3.2001;627;Симферополь;;;;;;;;;;;;;;
155867351;False;1;;;1.4;;;;;;;;;;;;;;;;
155902536;False;2;;;19.10;;;;;;;;;;;;;;;;
155923873;False;1;;;;;;;;;;;;;;;;;;;
155935069;True;1;1;Россия;20.10.2001;627;Симферополь;;;;;;;;;;;;;;
155939727;False;2;1;Россия;;98;Новороссийск;;;98;1;Очное отделение;Выпускник (специалист);169593;1-й факультет;89523;СВВМИУ (до 1994 г.);49;1;171997;Школа № 130
155947384;False;1;1;Россия;19.2;799;Евпатория;;;;;;;;;;;;;;
155949883;False;2;1;Россия;19.4;818;Ялта;;;;;;;;;;;;;;
155955162;False;1;1;Россия;;6890;Красногвардейское;;;;;;;;;;;;;;
155995392;False;2;1;Россия;21.9.2000;185;Севастополь;;;185;1;;;;;1032;СевГУ;1433;1;64203;Школа №3
156005544;False;1;1;Россия;15.5;185;Севастополь;;;185;1;;;;;1032;СевГУ;;;;
156020878;False;2;2;Украина;8.8.1999;185;Севастополь;2170521;Журналистика;185;2;Очное отделение;Студент (бакалавр);2257624;Институт общественных наук и международных отношений;1032;СевГУ;314, 314, 314, 185;2, 2, 2, 2;72447, 72447, 72447, 1956;Лицей «Эко» №198, Лицей «Эко» №198, Лицей «Эко» №198, Школа № 3
156042818;True;1;1;Россия;14.7;185;Севастополь;;;;;;;;;;;;;;
156073124;False;2;1;Россия;12.4.1994;49;Екатеринбург;;;49, 110;1, 1;;;5224, 3194;Лечебный факультет, Юридический факультет;724, 730;ПГМУ им. ак. Е. А. Вагнера, ПГНИУ (ПГУ);385;1;6919;Школа №11
156116517;True;2;3;Беларусь;14.5.1991;281;Брест;;;;;;;;;;;;;;
156125447;True;2;;;25.3.2000;;;;;;;;;;;;;;;;
156167893;False;1;1;Россия;11.8.2000;818;Ялта;;;;;;;;;;;;;;
156192770;True;2;1;Россия;14.3;1483;Феодосия;;;;;;;;;;;;;;
156225068;False;2;1;Россия;26.4;185;Севастополь;118526;Кафедра эксплуатации и физической защиты ядерных энергетических установок;185;1;Очное отделение;Студент (специалист);34816;Институт атомной энергетики;5553;СНУЯЭиП;75;1;12319;Школа № 31
156241854;True;2;1;Россия;10.12;185;Севастополь;;;;;;;;;;;;;;
156244700;True;1;1;Россия;22.1.2000;185;Севастополь;;;;;;;;;;;;;;
156245618;False;2;1;Россия;6.12;185;Севастополь;;;;;;;;;;;;;;
156277996;False;2;1;Россия;2.11;2;Санкт-Петербург;;;;;;;;;;;;;;
156290358;False;2;1;Россия;29.1;185;Севастополь;112811;Исторических, философских и социальных наук (Философии и социальных наук);185;1;Очное отделение;;106939;Гуманитарно-педагогический институт;1032;СевГУ (бывш. СевНТУ, СГТУ, СПИ);185;2;1956;Школа № 3
156294010;True;1;1;Россия;;185;Севастополь;;;;;;;;;;;;;;
156331349;True;1;2;Украина;;185;Севастополь;;;;;;;;;;;;;;
156334753;False;2;;;26.11;;;;;;;;;;;;;;;;
156356551;False;2;1;Россия;27.4;;;;;;;;;;;;;110;1;54237;Школа № 2
156358881;True;1;;;17.4;;;;;;;;;;;;;;;;
156362215;False;1;1;Россия;5.10;627;Симферополь;;;;;;;;;;;;;;
156364157;False;2;2;Украина;;11243;Армянск;;;;;;;;;;;11243;2;162384;Колледж химической промышленности (бывш. Высшее профессиональное училище химической промышленности, АВПУХП)
156385725;False;1;1;Россия;30.10;799;Евпатория;;;;;;;;;;;;;;
156434324;False;1;1;Россия;24.10;185;Севастополь;;;;;;;;;;;;;;
156498574;True;2;;;;;;;;;;;;;;;;;;;
156520967;True;1;1;Россия;11.8.1998;185;Севастополь;;;;;;;;;;;;;;
156521855;False;2;1;Россия;22.1.2001;185;Севастополь;2089479;Проектирование и постройка кораблей, судов и объектов океанотехники;185;1;;;68162;Морской институт;1032;СевГУ;;;;
156521879;False;1;2;Украина;25.12.1950;185;Севастополь;;;;;;;;;;;;;;
156536294;False;1;1;Россия;27.3;185;Севастополь;;;;;;;;;;;;;;
156545770;False;1;1;Россия;23.9;1;Москва;;;1;1;Заочное отделение;Студентка (бакалавр);;;1032;СевГУ;223;2;45444;Школа № 142
156569026;True;1;1;Россия;5.9;185;Севастополь;;;;;;;;;;;;;;
156591540;True;2;1;Россия;21.9;185;Севастополь;;;;;;;;;;;;;;
156606958;False;1;1;Россия;17.7;185;Севастополь;;;;;;;;;;;;;;
156612349;False;2;;;10.4.1992;;;;;;;;;;;;;;;;
156614946;True;1;1;Россия;15.5.2000;185;Севастополь;;;;;;;;;;;;;;
156620684;False;2;;;8.11.2001;;;;;;;;;;;;;;;;
156649104;False;1;1;Россия;26.11.2001;185;Севастополь;;;185;1;;;;;1032;СевГУ;;;;
156674779;False;2;1;Россия;2.1;185;Севастополь;;;;;;;;;;;;;;
156677515;False;1;1;Россия;11.7;185;Севастополь;2170526;Перевод и переводоведение;185;1;;;2257624;Институт общественных наук и международных отношений;1032;СевГУ;;;;
156729359;False;1;1;Россия;26.1;185;Севастополь;;;185;1;;;;;1032;СевГУ;96;1;172474;Школа №10
156730210;True;1;1;Россия;27.6.2004;;;;;;;;;;;;;;;;
156738388;False;2;1;Россия;25.1.2001;185;Севастополь;2089500;Информатика и вычислительная техника;185;1;Очное отделение;Студент (специалист);100053;Институт информационных технологий и управления в технических системах;1032;СевГУ;818;1;40962;Школа №11
156750171;True;1;1;Россия;11.4.1999;;;;;;;;;;;;;;;;
156752468;False;1;1;Россия;26.1;185;Севастополь;;;;;;;;;;;;;;
156837303;False;1;;;;;;;;;;;;;;;;;;;
156844203;;2;;;;;;;;;;;;;;;;;;;
156848048;False;2;1;Россия;;185;Севастополь;;;;;;;;;;;;;;
156849996;False;1;1;Россия;;818;Ялта;;;;;;;;;;;;;;
156858280;False;2;1;Россия;4.6.1997;799;Евпатория;;;;;;;;;;;799;2;9234;Школа №15
156896171;False;2;1;Россия;;185;Севастополь;;;;;;;;;;;;;;
156908167;True;2;2;Украина;13.9;627;Симферополь;;;;;;;;;;;;;;
156917558;False;2;1;Россия;6.9.1990;627;Симферополь;;;;;;;;;;;;;;
156942861;True;1;1;Россия;10.11.1995;185;Севастополь;;;;;;;;;;;;;;
156955809;False;2;1;Россия;31.1.2000;185;Севастополь;;;;;;;;;;;;;;
156961875;False;1;2;Украина;22.1.1999;818;Ялта;;;;;;;;;;;;;;
156962327;False;1;1;Россия;24.4;119;Ростов-на-Дону;;;;;;;;;;;;;;
156994378;True;2;1;Россия;11.7;185;Севастополь;;;;;;;;;;;;;;
156994693;True;1;1;Россия;1.11.2001;185;Севастополь;;;;;;;;;;;;;;
157001016;False;1;1;Россия;11.8;119;Ростов-на-Дону;;;;;;;;;;;;;;
157013933;True;1;1;Россия;;;;;;;;;;;;;;;;;
157044128;True;2;1;Россия;11.7;185;Севастополь;;;;;;;;;;;;;;
157048625;False;1;1;Россия;20.12.2000;185;Севастополь;;;185;1;;;;;1032;СевГУ;4331;1;27301;Школа № 1
157061004;False;2;1;Россия;23.3;119;Ростов-на-Дону;;;;;;;;;;;;;;
157108560;False;1;1;Россия;4.8.2000;185;Севастополь;;;;;;;;;;;;;;
157120309;False;1;1;Россия;;185;Севастополь;2186897, 600210;Межъязыковых коммуникаций и журналистики, Dyplomacja i stosunki międzynarodowe;185, 1922897;1, 160;;Выпускница (магистр);2265926, 737956;Таврическая академия, Wydział nauk politycznych;101759, 411385;ТНУ им. В. И. Вернадского, Wyższa Szkoła Stosunków Międzynarodowych i Amerykanistyki (WSSMiA);185;2;71248;Школа № 26
157192354;False;2;1;Россия;;2;Санкт-Петербург;;;;;;;;;;;;;;
157194898;False;1;1;Россия;2.9;;;;;;;;;;;;;;;;
157209639;;1;;;;;;;;;;;;;;;;;;;
157214793;False;1;1;Россия;12.7;185;Севастополь;;;;;;;;;;;;;;
157290114;True;2;;;;;;;;;;;;;;;;;;;
157313832;False;2;1;Россия;11.6.1994;1035195;Севастополь (село);;;;;;;;;;;;;;
